text,summary
These seeds got to me very quickly ...And for cooking I'm sure there fine...But they are very clean seeds washed washed washed ...No taste... no oil....Might as well buy them from the supermarket...Complete TEA USELESS....I think some of the other reviewers may work for the company....Look Elsewhere folks....,Washed Washed Washed
"Such a disappointment! I ordered 2 of these for my Lab/Weimeraner mix puppy. She destroys everything within minutes, and finishes store-bought chewies within a day. These chews would have been great had they not broken immediately. She dropped it on the ground and it split in two- which made them perfect size to choke on. So I had to give them to my other smaller dog, and only when they're in their kennels at night so super dog won't choke. Not worth the money.",Breaks into smaller pieces
"I was very happy to find this product as I've been wanting to try buckwheat flour. The packaging states that it is naturally gluten free and that buckwheat is the only ingredient. However, if you go to the website for Hodgson Mill and look up Buckwheat Flour, you'll find an extra note that they don't bother to put on the box. ""Not produced on dedicated equipment."" Translated: Probably contaminated. My advice, especially for those of us who are super sensitive? Take the time to find truly gluten free Buckwheat Flour from someone else.I've written to Hodgson Mills about their practice, so perhaps one day they will change things.In the meantime, there are companies that produce Buckwheat Flour specifically labeled Gluten Free, and I'll definitely be looking for one of them the next time I visit a gluten-free friendly store.",NOT a safe alternative for the gluten intolerant
buy this and you won't regret it.  good quality dark chocolate adds a delicious flavor!!  good healthy snack too for kids!,best granola ever-  kids hooked on it too!
Yes I read the other reviews. And given the review dates and my other experiences with Earth's Best I was not too concerned that the problems mentioned would still be an issue. And they were not.We have tried almost all of the gourmet line of Earth's Best and these are great for adding protein to your little one's (LO) diet. Google the Earth Best's website for complete nutrition info. Most 2nd stage food have between 2 and 3 grams of protein a serving. This one has 5grams of protein and only 2 grams of sugars. Our LO likes the taste and we like the ingridients and nutrition profile. Recommended.,"Glad I gave this a try; good product, good nutrition, other reviews are outdated"
"Domata Living Flour put the joy back in my gluten-free cooking.  I was introduced to it four years ago, through a local celiac support group.  It is a cup-for-cup replacement for all-purpose flour in your own favorite recipes.  You can even use it to make a roux.  In some recipes, I find it best to add a tad more flour or a tad more liquid -- but I can tell whether I need more of either as I am mixing the ingredients.  And, with some recipes, I do need to increase the baking time as gluten-free flours do tend to take longer to bake.  I use it for cakes, cookies, muffins, bread and breading for fried foods, pie crusts and other pastries, gravies and roux, waffles, whatever.  I have noticed that foods fried with Domata Living Flour do not absorb as much oil as foods fried with all-purpose wheat flour, so they are crisper and they reheat well without turning soggy.  I don't need extra gluten for pie crusts, but you can add a tad more xanthan gum if you find that it is not quite stretchy enough for your pastry recipes.  The taste and texture are equal to all-purpose wheat flour.  Baked goods may not rise quite as much as with a wheat flour, but I find that the cakes and muffins are still the same size as they were when I made them with all-purpose wheat flour.  I have shared this with many celiacs or those who cook for celiacs, and it has been a hit with each and every one.  One note:  if you are using an old bread recipe, remember that gluten-free dough has no gluten to be developed by kneading and does not benefit from the second rise that some recipes include.  You can do either without harm, but there is no advantage to doing so.This is the one gluten-free flour I must have in my kitchen.",Perfect all-purpose gluten-free flour blend
"I like to blend decaf with regular coffee, but I much prefer to grind the beans prior to brewing.  This decaf is very rich tasting, has a deep roasted flavor without the burned/sour aftertaste (like Starbucks coffee does).  I mix it with Coffee Bean Direct Italian Roast beans.  Good buy!",Rich and aromatic.
"This was by far my daughters favorite Earth's Best breakfast.  It's nice that it contains organic fruit and whole grains.  Plus the prices on amazon can't be beat, especially with subscribe and save!",My daughter LOVES these!
"Best Tahini ever. It's organic,tasty creamy and makes wonderful nutritious humas.The package came with on jar broken. I reported it and it was replaced with two jars! I will always order this Tahini.",My humas is so tasty now!
"I am so happy to be able to buy this on Amazon! I used to buy it directly form the manufacturer way back when. Trouble is, you had to buy at least $50 worth of the stuff at a time. Well, I finally just ran out after many years! I just placed my order for a couple of bottles because I would be lost without my Dino Rub when I am grilling (which is quite often). I put it on steaks, burgers, chicken, popcorn you name it. I am always getting compliments on my grilled food, and a lot of it is this seasoning. Try it, you'll love it!",I Love This Rub
"I guess I am going to be the 'Debbie Downer' when it comes to the so far perfect reviews of this food.  My dog...who is a major eater...didn't seem to care for it much, though he did eat it always seemed to be hungry and begging for treats, after the fact.  There too, he started having two bowel movements a day instead of one.  I've always heard that two bowel movements means the dog food has more filler in it.  Not sure if it was just the abrupt switch...his old brand changed formulas which did not set well with him...or if it's the food itself.  But based on the other foods, I think it might just not be setting well with him.  That said, I would suggest trying a small bag first, as I do know it will be different from dog-to-dog.  For the record, I did receive prompt and free shipping!",Not good with my dog!
"These peppers are not your ordinary peppers. I would definitely not recommend eating them solo.  Mixed with Salsa (either queso or regular) they definitely add a nice bite.  I only used one in a small container of salsa and they really added a great spice.  With queso, the effect was much more subtle.  When I mixed it with mild salsa I got quite a kick from it. I love spicy food, so this was a great deal for me, but if you are more inclined to a milder version, then queso is a better use.","Hot enough, but use carefully."
These are really good and I now get these on Subscribe and Save. My favorite way to serve these is cold with a bit of Ranch Dressing. Yum!,Libby's Sliced Beets
"I am very upset. Not about the food, but about the way it was sold. This product NTRA EVO HERR/SLM CAT 5/6.6#, had me understanding that I would be getting 5 packages of 6.6# of food. I have gotten 1. The list price is 249.27. It for 27.99. What a deal until I only got 1/6.6# bag. That is not a savings, its a rip off. There is no way that 1 bag is listed for 249.00 and other heavier bags i found was less the price. I'm sure the food is excellent, but my cats will never find out. unless they send me 4 more bags or will stay full for the next month on 1/6.6# bag of chow.",Not for the price i dont!!
This gum lasts for 30 seconds before you have to spit it out. The flavor is very bland mint. It's a total waste of money.,Ridiculously bad gum
"Last few months I've added some extra weight. I've decided to start visiting gym more often and with that, I wanted to have that extra something to help me burn calories faster and exercise more. As somebody who's into sports since 5 yo, I fairly well know how things work, so I checked several websites for supplements.I had some bad experiences with caffeine-based supplements, so I tried to steer away from them, but it's hard to find anything decent without caffeine inside. So, I opted to try Celsius, and here's what happened:Fit Strider (alpine skiing machine) - 30 mins daily, every dayDay 1 - 5 mph average speed, 2.5 miles distance, ~280 calories (Peak speed 5.5 mph)Day 2 - 5.5 mph avg, 2.80 miles, ~295 calories (Peak speed around 6 mph)Day 3 - ~6.0 mph avg, 3.1 miles, ~320 calories (Peak speed 6.5-6.7 mph)Day 4 - ~7.0 mph avg, 3.6 miles, ~340 calories (Peak speed approx. 8 mph)Day 5 - restDay 6 - forced rest (long, tiring day @ work - simply didn't have time to exercise)Day 7 - ~7.0 mph avg, 3.7 miles, ~350 calories  (Peak speed 10.5 mph for a short period) &lt;-today, June 1st, 2011Maybe it works, maybe it's just my body slowly waking up, but I like Celsius. I recommend it if you're as me - overweight, sleepy, stressed out at work (I work on a cruise ship - 6 months per contract, no days off).Drink it 10-20 mins before exercise (depends on metabolism really, but 15 mins average sounds correct. Try and see for yourself, that's the best), DO NOT drink it on completely empty stomach! I did that mistake and I was jittery for a few hours - I guess caffeine did it's number on me. If you're caffeine resistant maybe you will have different result, but I really didn't like the feeling so I learned my lesson - eat something hour or two before exercise (something light and HEALTHY!) and then drink thins thing.DO NOT skip your meals, folks. Starving yourself won't help you and Celsius will hit you like a hammer, so you will just suffer. Eat more often, but less food. Trust me, it works.For now, I'm counting on losing some of my 250 lbs and going under 220. It will take time, but I just ordered 2 more cases of Celsius so I'm good to go. Combine it with a good diet, regular exercise, some protein (casein works very good while you sleep and it comes handy as a meal replacement if you're hungry late in the evening like me) and that's about it. Grab a few boxes of quality protein bars to have in your pocket/purse and you will be shipshape in no time :)Good luck y'all!",Good drink for a beginner
"Tried a couple different ones, and they were ok. I thought Pamela's cornbread was really good. Also think that bit of sugar and melting the butter instead of oil really gives it a moist sweet taste. You wouldn't think it would be hard to find a gluten free cornbread. This is suppose to be corn and not wheat!!!!",Finally great cornbread
"I received the Tahini but spent much of the next hour unwraping and washing tahini off the jars.  One of the jars had exploded and there was tahini on everything.  Packageing not adequate for this product, not only the mess but I paid for 4 jars but only received 3 jars and a huge mess.",Problems with package
"These traditional english buiscuits can be hard to find in regular grocery stores. It was a surprise to find them on Amazon. They arrived quickly and amazingly fresh and uncrumbled. This is a feat because their texture is very crisp and crumbly. They are somewhere between a not very sweet cookie and a salty cracker, thicker than a regular cracker with an almost shortbread quality. They have a deliciously satisfying nutty whole meal flavor. I have one for breakfast every day with a thin slice of low fat cheddar on top. My husband has one or two as an after dinner treat.",Traditional english whole meal biscuits
I WOULD NOT BUY THIS AGAIN!!!....I'VE USED BETTER THAT WAS FAKE...I USED IT TO BAKE AND I DID NOT TASTE VANILLA:-(.,THIS IS NOT VANILLA!!!!!!!!
If you are a fan of licorice then this candy is for you but only for those of you that really love this taste. If you are only a moderate fan of licorice then you may want to pass on this.Because this is an intense licorice ride. It's a great chew and a punch of flavor.,Excellent Licorice Taste
"A quick review because I have not tasted this myself. But I CAN tell you that my cat who is now 16 1/2 and very picky DEVOURS this flavor. When she eats it she has great energy, her coat is nicer. I server her and her 9 month old boy cat companion (who eats almost anything) a variety of dry and wet food. But she will finish this down to the very last piece and wipe the bowl clean. I don't give it to her every night but give it to her often. When her 14 1/2 year old companion boy cat died last year she lost a lot of weight due to grief. I kept putting this out and a few other nutro brands and she gained her weight back. This has been the single most reliable flavor (and brand) of catfood on the fussy eater. And I have half jokingly said she has lived as long as she had due to Seafood & Tomato Bisque.",My (Picky) Cat Devours This
I am vegitarian and apparently its egg-free but decided to add gelatin...how hard is it to make simple cookie/cracker without adding the animal crap to it?,gelatin in the ingredients..why?
Really. Is this robitussin? Pretty sure it is. Barf. The only thing that made it not directly taste like cough syrups was the sun tan lotion lingering after taste. I wouldn't waste my time with this...it would be embarrassing  to serve.,Tastes like cough syrup
"Yea, thanks alot Amazon. I thought this was the cheese ravioli I buy in the store. WITHOUT MEAT SAUCE. Way to screw over the vegetarians, Amazon and Chef Boyardee both. :PI'll be thinking twice (and reading more) before I buy any other food on Amazon.",Misleading product title!
"These crackers are the very best crackers that we have ever had.  Taste, texture and flavor exceed any other cracker product that we have sampled.  They are truly the best of the best.Milton's All Natural Multi-Grain Crackers, 4 10oz trays per box",Best of the Best
"I'm not exactly your typical cereal connoisseur as I rarely have mine with milk but, rather, I take the nerd/gamer approach of keeping the box nearby and promptly remove necessary amounts from the box with my bare hands when the need arises.  Munchy food in other words.For us gamers, we have battled the problem of easy access munchies by trying various cereals and trail mixes to little to no avail.  The problem stems from small sized cereal pieces slipping between the cracks of our fingers, falling on the floor and necessitating the unthinkable; cleaning our living space.  Other nibble-sized cereals leave unpleasant residue on our hands such as Cinnamon Toast Crunch.  So far, Cookie Crisp and Captain Crunch seems to be the only cereals that fit all our criteria but, munching on those for years at a time while playing the Mass Effect Trilogy, the monotony gets to you and makes you wish for more variety.After having tried the Krave I gotta say, I think we found our next munchy food.  It blends the perfect mixture of soft crunchiness and gooey chocolate insides.  It's the perfect nerd blend!  Now all Kellogg needs to do is create a Hot Pocket version!I was honestly expecting Krave to have that processed metallic taste like most other novel cereals that last two months to have, but no, it actually tastes pretty good as my initial box only lasted one night.  My little brother, another hard-core gamer (World of Warcraft in particularly... no one's perfect j/k), came over the same night and I instructed him to try it.  At first, he was really skeptical about trying anything new but, after some convincing, he gave it a shot and this is his response verbatim.""Dude... I don't really like hippie cer-... *takes bite*... I could fall in love with this!""He and I finished the box that very night.So, the tastefully awesomeness in Krave is undisputed, but what about the nutritional facts?Truth be told, if I was THAT concerned about my health I wouldn't sit around playing Mass Effect 3 and Skyrim for hours on end... although I play Dance Central a few times a week.  ;)All in all, Krave is more than just a novelty cereal that will fade into memory but a hopeful contender to stick around for years to come.",Delightfully Delicious for the Inner-Gamer in You
there's all those craze about hazel nut and i find i prefer walnuts and almond to this nut.  i guess it's an acquire taste,found i don't like hazelnuts
"This bar took the edge off my hunger and my sweet tooth at the same time, without upsetting my stomache.",This was one tasty cookie bar.
"This was the first time I have ever seen kefir grains. It was a cold minus 5C when the mail arrived and I thought that they did not make it. Boy did they survive! The seller sent more than I expected and I followed the enclosed directions and now after about a week of making my kefir, my only complaint would be that I now have too much kefir. It grows fast. I now have over 1/2 cup of huge grains. I am using a plastic dollar store colander with a handle for my strainer. I use glass jars and just put them in a small insulated picnic cooler. Well, just wanted to say that this is fun and easy for this first timer to use. And much cheaper than store bought and I KNOW they are alive and fresh! Thanks! Any tips or suggestions? Also, is it ok to eat excess grains? It looks like there will be more kefir than milk soon. Or should I make more jars?",first time making kefir! easy.
My family loves these beans and I have ordered them before. The first shipment had 2 or 3 cans with small dents. My last order had 9 of 12 cans that were severely dented. This did not happen in shipping. The box was in good condition and packaged well by Amazon. Most of the dents are on the inside cans of the package.It seems that they come this way from the manufacturer. Amazon is sending me a replacement case and I hope they are in better shape.UPDATE: My replacement case came and 11 of 12 cans have dents. Amazon has refunded my money. I contacted Walnut Creek and they said they only sell Amazon first quality products and they are not sure how the cans are getting dented. I would not suggest purchasing these beans from Amazon.,Great Beans DENTED Cans
Hosting a baby or wedding shower with lots of attendees? Choose these. Relatively cheap and easy to order. The distributor did an excellent job in accommodating my request for delivery.,Perfect Shower Favor
yesssssss. your hands will get oilyyyyyy  you need to  open w scissors (lest oil burst gets you)  use chopsticks to reach into opened package to pull out your container of seaweed  voila! where is the yellow oil w the strong smell coming from? it's cause the container for the seaweed is broken!!! each and every single one!!!  now how to take seaweed out from container without getting your hands on yellow oil?  if that's how you like to eat then order. if not buy somewhere else  anyone has been able to get refund from amazon?  negative stars,yellow oil leaks out of every single package
My little ShihTzu is very fussy but she loves these biscuits like nothing else!!  Fabulous aroma good enough for my breakfast treat.,My dog gobbles these up!!
"This is one of the worst orders I have ever received from Amazon in regards to item description.  The order was supposed to be 24 flavored coffees, but what I received of the 24 were 8 hot chocolate Kcups and 4 flavored decaf.  Okay, so I can see adding some decaf ones, but do the math so far, that leaves 12 Kcups left.  Of the 12 left - 6 of them were the same flavored cappacino cups. What the heck?  I get 6 flavored coffees?  I won't order Kcups again from Amazon - I don't think they get it!",Not at all what was Promised
"I bought the 4 oz. package of this last time, and compared flavors, as I'd also found some at an International Market. (We live in California and have a big Mexican foods section.) The grocery store brand was a few bucks cheaper, but we found ourselves using more to get the same amount of flavor. Also, the grocery store brand had more of an ""ashy"" flavor, as opposed to a good ""smokey"" flavor. So I'm getting the larger package this time. We add it to a ""Chipotle Potato Soup"" at The New Deli, and it's a hit.","Best, Authentic Flavor"
"I just found out two years ago that I have celiac disease and must eat gluten free. I live in a small town that is 3 hours from a big town, and there are not a lot of gluten free options available here. I thought I was just not going to be able to enjoy pizza anymore. Then I ate at a Picazzo's restaurant. They offer a gluten free pizza that is delicious, so I knew it could be done. I decided to look around on Amazon and found these pizza shells. The reviews were pretty good, so I ordered some. At the time, they were on sale and I got them for about $30. You have to buy 5 packs at a time (a total of 10 shells) from Amazon. I have made 4 pizzas using the shells, and I am now wondering if I should throw the rest away or give them to the food bank. First off, when you cut open the plastic bag the shells are packed in, you find that they smell very bad. I checked the ingredients to try and identify the odor. The shells contain pear juice. If you opened a can of pears, poured them out, and left the empty, unwashed can out in the sun for a day, you might match the smell, so maybe it comes from the pear juice. The smell is not as strong once the shells are cooked, but it is still there and an unpleasant taste goes with it. My bottom line recommendation is that,  if you really want to try these shells, you buy one package somewhere else to try before you spring for 5 packages from Amazon. To answer my own question, are these better than no pizza at all? I would say no, they are not.",Better than no pizza at all?
"I have been using Ship brand for a long time. Once I tried it I have never used any other. I find the flavor mild in the sense that it allows the flavor of vegetables to come through...they are not washed out into a single, bland curry flavor. I use this is many stews and soups and I can trust that the quality is consistent. It has the perfect level of spice without going over the top.",The best mild curry on the market. Period.
"This vanilla really makes a difference in my baked goods. Furerthmore, it is completely gluten free. I am super sensitive and I've never reacted to this product.",Delicious and gluten free!
not much different than regular Quaker oatmeal.  If you want a more substantial cereal get steel cut oatmeal.  Or try Canadian Red River cereal.,Not much different than Quaker
"I must begin by saying my dogs are very picky.  They would not eat this food.  I am disappointed to take a look at the ingredients list, because this is pitched as one of the ""healthy"" dog foods, with the packaging showing meat and vegetables, yet it is chock full of corn meal and chicken by products.Also, this food is not the right size kibble for smaller dogs like mine.  I will stick with the small dog formula of a food where the first ingredient listed is meat.",Not for my dogs
"Sent on warm day most melted, Not original Mars Bar with Almonds, what searched under. Had to give one star, not deserved.",Not as Expected
"This is easily the best potato chip that I have ever had.  Look at the ingredients:  Ginger and 3 types of hot pepper.  How can you go wrong?Obviously, not for you if you don't like spicy food. But, if you DO like spicy food, you'll probably love these.  They have that hot-with-a-hint-of-sweetness flavor combo that is prevalent in a lot of Thai food.",Best Chip Ever
"I'm a much happier person since Two Leaves came on the scene. At last, good, affordable tea that isn't what's left over after making tea. The flavor is true and full without an overdose of perfume. The bags are a wonder to behold. And I do: It's especially nice watching Two Leaves jasmine steep, flowers unfolding. I haven't had jasmine this good since the tea garden in Golden Gate Park. I think that was 1969.... Treat yourself.",Simply the best
"This product did not work for me. I live in New Orleans and purchased this product with the intent of increasing my electrolyte intake during/following my Crossfit workouts. We workout in a renovated warehouse w/o AC, so it's hot and I lose TONS of liquid/electrolytes daily.I think that there are a few reasons that this product did not work for me.1) I was using it for Crossfit, not bike riding. The advertisement of this product mainly states that it's for riders.2) I eat about 90% paleo. There is simply way too much sugar in this product for my body. It literally made me exhausted because my body was spending so much energy digesting the sugar.So, I am not sure whether or not this is a good product. I have friends who love it who ride for triathlons and Iron Man events. A few of them use a more natural product called Nun (noon: not sure of the correct spelling), which they say is amazing. All I can tell you is that if you're like me and don't take in a lot of processed sugar...ever... this will send your body out of whack.",Didn't work for me
"SORRY, AS I STATED ON MY OTHER REVIEWS MY GERMAN BREED, G.SHEPH. IS VERY PICKY...AND HE JUST DID NOT CARE FOR THE SMELL OF THESE BEEF ROLLS, HE DID NOT EVEN CARE TO COME CLOSE TO TAKE 2ND SNIFF....SORRY, NO STAR!!! BUT IT TRIGGERED ME TO GIVE IT AS LEAST 1 STAR TO CONTINUE MY REVIEW.","SORRY, NO GOOD!!!"
"I have been using this brand of Ginseng/royal jelly for several months, both when I need an energy boost and in my morning smoothies.It has a pleasant flavor, compared to pure Ginseng, and I love the way it perks me up without caffeine.The price on Amazon is lower than anywhere I have found and I get it quickly.",The real power booster
"I grew up in Malaysia and ate Maggi curry noodles when I was growing up. Things must have changed a lot because I don't remember seeing ""Milk"" as one of the ingredients. As I am lactose intolerant now, I was very disappointed with this. So for those of you who do not do dairy, please note.",Maggi Curry Noodles
These are ok. The best way to describe the taste is that they taste exactly like pepsi cola that's gone flat. They're not terrible but they also aren't that great.,I don't know what all the fuss is about.
"This product has 8 times the sugar the Quaker Oats Low Sugar brand (1gm for Quaker, /8grm's for GlutenFree) and does not taste as good.  I would recommend buying the Quaker Oats Low Sugar and not the GlutenFree brand.",Gluten Free-Higher Sugars
"Great bone!  I thought the first one I bought was big but he second one was even bigger!  Great long lasting bone.  Perfect for the dog that needs to chew for hours!  Definitely cannot eat in one sitting or even one week! Would highly recommend, I have a 50+ pound 6 month puppy and this is by far his favorite bone!",Wow!  It is big!
"My daughter really loves puffs! The strawberry ones have more flavor than the sweet potato ones, but she likes both. We haven't yet tried other flavors. One thing, it says it has less sugar than other puffs, but the nutrition facts seem to have the same amount (1 gram per 1/2 cup serving). A must for when we're out & about and she needs a quick, non-messy snack.",Great for travel!
"Hard to find in the USA, only a handful of cities have a leonidas store.Only reason they didn't get 5 stars was that the chocolates arrived in imperfect condition after shipment.They did have nice outer styrofoam packaging .. but some of the chocolates ended up fused together.That's because of the old-school packaging - the style you would get from a chocolate store in belgium, like leonidas.anyway it's delicious and i'll order again",worlds best chocolate!
" Length:: 0:08 MinsOne of my family just found a piece of plastic in one of the cookies. It measures about a half inch long, and an eight inch wide, and is thin. It is stiff, and has sharp corners. Fortunately the person didn't get hurt.We love these cookies and have eaten at least dozens if not hundreds this year. This is the first time we have found something in one of these cookies. The cookie came from a package of Ginger Cookies with Sliced Almonds just delivered this week, with the Expiration Date of 2011Jan06E.Update: no more shards since then, so boosted the rating on the product. Company never responded to email to corporate, however.Also, Amazon price is climbing, cancelled the subscription as local price is good enough.",Warning: Plastic shard in Exp Date 2011Jan06E Ginger Cookies with Sliced Almonds
"My husband and I fell in love with Pocket Coffee candies while we lived in Italy back in '09. We brought back a pack when we came back to the states, and hoarded them like precious, precious gold. Unfortunately, after a while (um, ok, a year), the coffee crystalized / vaporized, and the chocolate became super stale. It was so sad when we realized instead of making the package last forever, all we were left with was really stale and questionable candies.Anyway, point being, they should really just be enjoyed right away : ) (and now that you can order on Amazon, there's no reason not to enjoy them in a timely manner!)",DELISH! Perfect for that chocolate-coffee lover in you
"I originally bought this as a replacement for Science Diet's I/D as it was always much more expensive than anything else out there. I/D was also more expensive than Newman's at my local vet's office. I have had a ton of issues getting my dog to accept other dog foods in the past. We tried pretty much every brand that you can buy in pet shops and always had problems with my dog scratching or having her ears get bright red. We found out the problem after one of the cases where she almost went into renal failure after eating her Milkbone treats. We needed something organic without a lot of beef in it. While this one does have some bi-product for protein, it doesn't seem to bother my dog at all. She also has normal stools every time which wasn't the case even with the I/D. My dog hated the I/D. She would often leave a good portion of it on the ground or in the bowl and rarely ate it in its entirety. With the Newman's own it is night and day. She scarfs it down in less than a couple minutes and usually eats a bowl in one sitting. It seems like she loves it from the way she eats it.A couple of the reports from reviewers originally scared me about the reports of scratching which was exactly the problem I had with other dog foods. I gave it a try and my husky has never had a problem since and she has been on it for almost three months now. My husky has always had problems with digestive issues and this seems to be one dog food that she likes and does not have problems with.On a side note, I wish Newman's offered a bigger size bag. I have to order these all the time due to the 12.5 pound bag. My husky kills a bag in roughly two weeks due to her size. It still works out being cheaper than the $50 bag of 17 pound I/D I was ordering so I'm still happy with it. Science diet was sending me to the poor house.",Great dog food for dogs with digestive problems
"Nonni's uses real butter in this product as well as most if not all of their products.Premium ingredients for the flavorful Biscotti you want to enjoy and share with your friends.rich chocolate, to be savor with coffee or milk, for the entire family.Nonni's is top of the line in premium Biscotti.Enjoy, you'll be glad you did.",Quality Biscotti by Nonni's
"I purchased this popcorn to use in my popcorn machine. It pops easily. It is very flavorful that every time we have a movie under the stars its the first thing the gets eaten up. Everyone in my family enjoys it. We no longer buy microwave popcorn. The package is easy to open and pour into the machine. The part I really enjoy is that it is all measure out so all I have to do is put it into the kettle. I don't have to stress out about making sure I have the right oil, butter or kernels.",Best Popcorn Ever
"I was not a brownie lover; they are usually a little too dry for me.  I found Dassant Truffle Brownie Mix at a Tuesday Morning store and got them for my grandson to make.  We made a batch and I was hooked.  Everyone in the house really enjoyed them. By the next week I wanted more and had to drive 30 miles to another Tuesday Morning and I purchased the only three they had left.  I was showing off and sharing my brownie mix with other family and friends but held out on my last box until I looked online and found it on Amaazon.com.  Of course I couldn't order just one so I ordered a pack of 6.  I am not a baker, but I'm asked, ""how do you get these to be so moist"", or ""you must have added an extra egg or something""...no, I just followed the directions and they turn out just as moist and delicious every time.  I'm hooked on Dassant Truffle Brownie Mix.  I also tried the Vanilla Bean cake mix, but I did not care for that particular one.  I must try the Lemon cake mix next.  Thanks Amazon for carrying this product!",Best Brownies Ever
"Don't be misled like I was. It looks like this is from Ireland, as it even talks of using Irish milk on this page. But it is isn't. Instead it's made by Hersheys in the USA using American milk. Look elsewhere for the real Irish version.",Made in America
I think Amazon has the best price for this product.  Agave is best substitute for sugar for baking..,Expensive but good quality!
"i love amazon, and i love these bars! but ordering off of the internet is NOT the way to go on these and i should have listened to the other reviews..in this case, you get what you pay for..i but these religiously at multiple stores locally and they are always soft and fresh..as other reviewers mentioned, ordering from amazon, they come in hard as rocks! inedible and when i went to return them, they say you cant!!!!!! i will be contacting my cc company as i paid $40 some dollars for stale food..will NOT be ordering these again..VERY DISAPPOINTED!",will NEVER buy except from local grocer!! STALE!!!
"Took a chance on these Sticks and Jerky From Pacific Mountain Farms and was pleasently surprised to find out it is amazing.  Pacific Mountain Farms has its jerky made from elk, venison, buffalo, and bacon.  The Bacon Jerky is Amazing a must try for anyone who enjoys jerky.",Hidden Jem O Jerky
This is the best topper for homemade popcorn that I have found. Nice buttery taste love this brand...so glad you carry it...,Great Popcorn Topper
I ate this brand for years until I was put on a sodium restricted diet. There's no reason that I can see to add salt to oatmeal. Until Nature's Path at least lowers the sodium I'll be buying instant oatmeal with no salt added - yes it's available.,Good Taste but too high in sodium
I think the price here on Amazon is ridiculous.....go to BBB and us a 20% off coupon and you can get it for $8!!  I really like this for a cold morning where you want a hint of coffee with a strong hot chocolate taste.  This really isn't for those who want a strong cup though.....mixes just like hot chocolate where the k-cup is empty when it's done.,Great coffee + hot chocolate mix
"I can only eat low sodium foods and the one thing I miss most was soup.  Until I found this product, there was no low sodium soup available that had any taste.  This is a special treat for me.  I love this stuff.",Awesome for low sodium
"When I received mine it said cinnibon on the bottle, but it is just simple syrup, sugar no cinnamon. I tastes good in hot apple cider but not what I wanted or expected. Very disappointing.",Where's the cinnamon?
"The flavor is 4.5 stars. The price of this on here is over $10 more than if you bought it direct from Keurig, not including member discount, which brings it down to $13.13 for the same box on here. With a little more research, you can find a few spots online that are even cheaper than that. Just a helpful FYI for some of you on here. :-)","$10 Cheaper direct from Keurig, even more elsewhere"
This seasoning is just the best. I use it on EVRYTHING!! Givesfood a good flavor with out alot of salt!!,The best seasoning!!!
"I was introduced to this line of snacks when I bought a bag of Valdosta Pecans a couple years back.  For some time, I didn't realize they offered other nuts.  Valdosta is still my favorite today but they are all delicious! Darn you Amazon for making it easier to fuel my addiction!The ingredients are all high quality...nothing unnatural, and nothing listed that the lay public wouldn't understand.  Don't be deterred by the strange sounding combinations. They create a gourmet tasting symphony in your mouth, but do not detract from the natural flavor of the nuts.The only downside is that as always the case with nuts, if you're dieting, portion control is necessary since they are naturally high in calories.  But at least its healthy calories, right?",Put down those Planters and grab a bag of this!
"some days I like to think of myself as a coffee snob, but in reality I want a bag of coffee that is reasonably-priced and prime eligible. This met expectations and works well in our espresso machine. Feels weird that they write the word ORGANIC bigger than the actual roast type, but I guess they know their audience.","I mean, it's coffee"
"I ordered these to go in the Party Bags for my daughters 4th Birthday Tea Party!  They were a hit.  I never got to taste one, but it was the first thing the little girls grabbed and I saw happy, messy faces everywhere.  They must have been tasty!Thanks for the smiles.",Great party token for a Tea Party
I have ordered these twice: the first order was fine until the last bag and I felt ill each time I ate them.  I ordered more figuring it was a fluke but have felt consistently ill each time I ate them.  It may be a reaction that I have personally of course but buyer beware.,not feeling well after eating..
"My cat prefers his daily vitamin more than ziwipeak treat.  I can't understand why they made the treat into very thin square.  They should have made it into a cube, so that cat can chew on it.  My cat did take a few bites of the treat, but they kept falling off from his mouth due to the shape of this treat.  He didn't go crazy over this treat like he does with other healthy treats I found elsewhere.",They made the treat too thin
"This coffee is alright. The taste is rather sourish and a bit bitter. It just does not taste very good. Maybe its because I am used to Lavazza and Sturbucks beans, but thats how I feel about it. I tried making it in my drip coffee maker (I have a very good coffee maker that releases most flavor) and french press, still it tasted mediocre. I ended up giving this coffee away.",All right coffee. Somewhat better than folgers.
"These rawhides are the only ones my dog will actually spend the time and effort on. Other rawhides, including Dingo's non-beefy ones, are usually just left alone by him. I would recommended that you have a area for your dog to eat these though, unlike one of the other reviewers I've found that these can mark lightly colored carpets/rugs. (luckily for me it was just a bath mat). However, since my dog loves them it's a five star item.",Dog loves them.
"I was very pleased with my order. First it arrived very quickly.All of the lemons were in great shape and nice size. Nothing tocomplain about. And last but not least, since they were broughtfor the Master Cleanse they were not put in the refigerator. Theylasted several weeks without going bad. I highly recomended thisproduct and will reorder.",Very Nice Indeed!
"I find the gluten-free Bisquick pancake mix to be just as easy to use as the original Bisquick, and I like the flavor just fine (not much different than regular Bisquick).  It's easy to make the pancakes, just add milk, oil, an egg, mix, and pour on the griddle.  Cooking time seems to be about the same, and the consistency of the pancakes is just like regular pancakes.  I would definitely recommend this mix to anyone needing gluten-free products.",Just like the Bisquick you remember
